"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H1-2","H1-2 Length","H2-1","H2-1 Length","H2-2","H2-2 Length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (bytes)","Transferred (bytes)","Total Transferred (bytes)","CO2 (mg)","Carbon Rating","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Text Ratio","Crawl Depth","Folder Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Near Duplicate Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","Language","HTTP Version","Mobile Alternate Link","Closest Semantically Similar Address","Semantic Similarity Score","No. Semantically Similar","Semantic Relevance Score","URL Encoded Address","Crawl Timestamp"
"https://veteranstransitionsupport.org/wp-includes/js/dist/i18n.min.js?ver=c26c3dc7bed366793375","application/javascript","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.297","Tue, 21 Oct 2025 07:14:02 GMT","","","","","1.1","","","","","","https://veteranstransitionsupport.org/wp-includes/js/dist/i18n.min.js?ver=c26c3dc7bed366793375","2026-05-14 12:19:56"
"https://veteranstransitionsupport.org/privacy-policy/","text/html; charset=UTF-8","200","OK","Indexable","","Military Transition Programs For Veterans | VTS Nonprofit","57","515","Review the Veterans Transition Support privacy policy and how your information is protected.","92","576","","0","","0","","0","","0","","0","follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large","","","https://veteranstransitionsupport.org/privacy-policy/","","","","","","202114","39756","39756","15.230","","604","130","4.646","60.652","Normal","2.553","1","1","","101","89","0","100.000","79","27","0","22","10","0","","","","","1d74490bca8474ec67095a09d6567012","0.931","","","","","en-US","1.1","","","","","","https://veteranstransitionsupport.org/privacy-policy/","2026-05-14 12:19:55"
"https://veteranstransitionsupport.org/wp-content/uploads/2025/01/Image20250110021434.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","5991","5991","5991","2.295","","0","","","","","0.000","1","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.958","Wed, 30 Apr 2025 20:37:31 GMT","","","","","1.1","","","","","","https://veteranstransitionsupport.org/wp-content/uploads/2025/01/Image20250110021434.png","2026-05-14 12:19:56"
"https://veteranstransitionsupport.org/wp-content/uploads/2026/03/new-certificate-image-comp.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","351829","351829","351829","134.779","","0","","","","","0.000","2","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.302","Wed, 11 Mar 2026 18:05:59 GMT","","","","","1.1","","","","","","https://veteranstransitionsupport.org/wp-content/uploads/2026/03/new-certificate-image-comp.png","2026-05-14 12:19:57"
"https://veteranstransitionsupport.org/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css?ver=4.0.8","text/css","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","2","5","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.285","Wed, 13 May 2026 13:17:47 GMT","","","","","1.1","","","","","","https://veteranstransitionsupport.org/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css?ver=4.0.8","2026-05-14 12:19:57"
"https://veteranstransitionsupport.org/wp-content/uploads/2026/03/ChatGPT-Image-Feb-28_-2026_-01_17_51-AM.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","142259","142259","142259","54.497","","0","","","","","0.000","2","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.332","Wed, 11 Mar 2026 18:06:01 GMT","","","","","1.1","","","","","","https://veteranstransitionsupport.org/wp-content/uploads/2026/03/ChatGPT-Image-Feb-28_-2026_-01_17_51-AM.png","2026-05-14 12:19:57"
"https://veteranstransitionsupport.org/wp-content/cache/background-css/1/veteranstransitionsupport.org/wp-content/uploads/elementor/css/post-1823.css?ver=1778680543&wpr_t=1778713230","text/css","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","2","9","","0","0","0","0.000","0","0","0","0","0","0","","","","","","1.024","Wed, 13 May 2026 13:55:44 GMT","","","","","1.1","","","","","","https://veteranstransitionsupport.org/wp-content/cache/background-css/1/veteranstransitionsupport.org/wp-content/uploads/elementor/css/post-1823.css?ver=1778680543&wpr_t=1778713230","2026-05-14 12:19:56"
"https://veteranstransitionsupport.org/wp-content/uploads/2026/03/VTS-Donation-page-Teaching-photo.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","226201","226201","226201","86.653","","0","","","","","0.000","2","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.557","Wed, 11 Mar 2026 18:06:00 GMT","","","","","1.1","","","","","","https://veteranstransitionsupport.org/wp-content/uploads/2026/03/VTS-Donation-page-Teaching-photo.png","2026-05-14 12:19:57"
"https://veteranstransitionsupport.org/wp-content/cache/fonts/1/google-fonts/css/9/4/a/c83161fbf78b5ca8a360d662cfb8f.css","text/css","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","2","9","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.310","Wed, 13 May 2026 13:30:26 GMT","","","","","1.1","","","","","","https://veteranstransitionsupport.org/wp-content/cache/fonts/1/google-fonts/css/9/4/a/c83161fbf78b5ca8a360d662cfb8f.css","2026-05-14 12:19:57"
"https://veteranstransitionsupport.org/wp-content/cache/background-css/1/veteranstransitionsupport.org/wp-content/cache/min/1/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-styles.css?ver=1778678887&wpr_t=1778713230","text/css","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","2","16","","0","0","0","0.000","0","0","0","0","0","0","","","","","","1.215","Wed, 13 May 2026 13:28:08 GMT","","","","","1.1","","","","","","https://veteranstransitionsupport.org/wp-content/cache/background-css/1/veteranstransitionsupport.org/wp-content/cache/min/1/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-styles.css?ver=1778678887&wpr_t=1778713230","2026-05-14 12:19:56"
"https://veteranstransitionsupport.org/wp-content/uploads/2025/01/Image20250110014158.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","73863","73863","73863","28.296","","0","","","","","0.000","2","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.294","Sat, 03 Jan 2026 12:33:29 GMT","","","","","1.1","","","","","","https://veteranstransitionsupport.org/wp-content/uploads/2025/01/Image20250110014158.jpg","2026-05-14 12:19:58"
"https://veteranstransitionsupport.org/events-calendar/","text/html; charset=UTF-8","200","OK","Indexable","","Military Transition Programs For Veterans | VTS Nonprofit","57","515","View the events calendar for upcoming veteran training, workshops, and support sessions.","88","559","","0","","0","","0","","0","","0","follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large","","","https://veteranstransitionsupport.org/events-calendar/","","","","","","204532","38965","38965","14.927","","11","7","1.571","66.804","Normal","0.712","2","1","","16","5","0","5.620","77","28","0","22","10","0","","","","","5390edfb24f188bc9104722409f24d8b","0.526","","","","","en-US","1.1","","","","","","https://veteranstransitionsupport.org/events-calendar/","2026-05-14 12:19:57"
"https://veteranstransitionsupport.org/wp-content/cache/background-css/1/veteranstransitionsupport.org/wp-content/uploads/elementor/css/post-1297.css?ver=1778679080&wpr_t=1778713610","text/css","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","2","9","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.570","Wed, 13 May 2026 13:31:20 GMT","","","","","1.1","","","","","","https://veteranstransitionsupport.org/wp-content/cache/background-css/1/veteranstransitionsupport.org/wp-content/uploads/elementor/css/post-1297.css?ver=1778679080&wpr_t=1778713610","2026-05-14 12:19:57"
"https://veteranstransitionsupport.org/wp-content/cache/background-css/1/veteranstransitionsupport.org/wp-content/cache/min/1/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-styles.css?ver=1778678887&wpr_t=1778713610","text/css","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","2","16","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.649","Wed, 13 May 2026 13:28:08 GMT","","","","","1.1","","","","","","https://veteranstransitionsupport.org/wp-content/cache/background-css/1/veteranstransitionsupport.org/wp-content/cache/min/1/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-styles.css?ver=1778678887&wpr_t=1778713610","2026-05-14 12:19:58"
"https://veteranstransitionsupport.org/wp-content/cache/background-css/1/veteranstransitionsupport.org/wp-content/cache/min/1/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-styles.css?ver=1778678887&wpr_t=1778716312","text/css","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","2","16","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.603","Wed, 13 May 2026 13:28:08 GMT","","","","","1.1","","","","","","https://veteranstransitionsupport.org/wp-content/cache/background-css/1/veteranstransitionsupport.org/wp-content/cache/min/1/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-styles.css?ver=1778678887&wpr_t=1778716312","2026-05-14 12:19:58"
"https://veteranstransitionsupport.org/wp-content/uploads/2025/01/Image20250110051717-1024x768.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","94318","94318","94318","36.131","","0","","","","","0.000","2","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.299","Wed, 30 Apr 2025 20:37:14 GMT","","","","","1.1","","","","","","https://veteranstransitionsupport.org/wp-content/uploads/2025/01/Image20250110051717-1024x768.jpg","2026-05-14 12:19:58"
"https://veteranstransitionsupport.org/osha-30-safety-training/","text/html; charset=UTF-8","200","OK","Indexable","","Military Transition Programs For Veterans | VTS Nonprofit","57","515","Veterans Transition Support offers military transition programs, free OSHA training, and job support to help veterans succeed in civilian life.","143","856","","0","","0","","0","","0","","0","follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large","","","https://veteranstransitionsupport.org/osha-30-safety-training/","","","","","","170739","33929","33929","12.998","","9","6","1.500","73.713","Fairly Easy","0.845","2","1","","13","2","0","2.250","77","28","0","22","10","0","","","","","40196608dbaf5ee9db1ebdcd1783e10e","0.353","","","","","en-US","1.1","","","","","","https://veteranstransitionsupport.org/osha-30-safety-training/","2026-05-14 12:19:58"
"https://veteranstransitionsupport.org/wp-content/cache/background-css/1/veteranstransitionsupport.org/wp-content/uploads/elementor/css/post-1464.css?ver=1778679032&wpr_t=1778710364","text/css","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","2","9","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.118","Wed, 13 May 2026 13:30:32 GMT","","","","","1.1","","","","","","https://veteranstransitionsupport.org/wp-content/cache/background-css/1/veteranstransitionsupport.org/wp-content/uploads/elementor/css/post-1464.css?ver=1778679032&wpr_t=1778710364","2026-05-14 12:19:58"
"https://veteranstransitionsupport.org/wp-content/cache/background-css/1/veteranstransitionsupport.org/wp-content/uploads/elementor/css/post-215.css?ver=1778679083&wpr_t=1778716312","text/css","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","2","9","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.585","Wed, 13 May 2026 13:31:23 GMT","","","","","1.1","","","","","","https://veteranstransitionsupport.org/wp-content/cache/background-css/1/veteranstransitionsupport.org/wp-content/uploads/elementor/css/post-215.css?ver=1778679083&wpr_t=1778716312","2026-05-14 12:19:58"
"https://veteranstransitionsupport.org/wp-content/cache/background-css/1/veteranstransitionsupport.org/wp-content/cache/min/1/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-styles.css?ver=1778678887&wpr_t=1778710364","text/css","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","2","16","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.318","Wed, 13 May 2026 13:28:08 GMT","","","","","1.1","","","","","","https://veteranstransitionsupport.org/wp-content/cache/background-css/1/veteranstransitionsupport.org/wp-content/cache/min/1/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-styles.css?ver=1778678887&wpr_t=1778710364","2026-05-14 12:19:58"
"https://veteranstransitionsupport.org/wp-content/plugins/events-calendar-pro/vendor/nanoscroller/jquery.nanoscroller.min.js?ver=7.7.14","application/javascript","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","2","5","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.361","Thu, 26 Mar 2026 00:50:45 GMT","","","","","1.1","","","","","","https://veteranstransitionsupport.org/wp-content/plugins/events-calendar-pro/vendor/nanoscroller/jquery.nanoscroller.min.js?ver=7.7.14","2026-05-14 12:19:59"
"https://veteranstransitionsupport.org/wp-content/uploads/2026/05/525b7d075e19c0e5d4ffd6721c124a81-95b03Z.tmp_.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","290985","290985","290985","111.471","","0","","","","","0.000","2","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.551","Tue, 12 May 2026 23:51:17 GMT","","","","","1.1","","","","","","https://veteranstransitionsupport.org/wp-content/uploads/2026/05/525b7d075e19c0e5d4ffd6721c124a81-95b03Z.tmp_.jpg","2026-05-14 12:19:58"
"https://veteranstransitionsupport.org/wp-content/plugins/events-calendar-pro/build/css/views-print.css?ver=7.7.14","text/css","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","2","5","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.375","Thu, 26 Mar 2026 00:50:45 GMT","","","","","1.1","","","","","","https://veteranstransitionsupport.org/wp-content/plugins/events-calendar-pro/build/css/views-print.css?ver=7.7.14","2026-05-14 12:19:59"
"https://veteranstransitionsupport.org/events/2026-05-08/","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","Events for May 8, 2026 – Veterans Transition Support (VTS)","58","531","Events Archive - Veterans Transition Support (VTS)","50","314","","0","Archives Events","15","Events for May 8, 2026","22","Events Search and Views Navigation","34","","0","follow, index","","","https://veteranstransitionsupport.org/events/","https://veteranstransitionsupport.org/events/page/2/","","","","","238939","45547","45547","17.448","","408","100","4.080","84.710","Easy","1.607","2","2","","21","7","0","7.870","91","39","0","25","13","0","","","","","186ec76d2753c302348e57a9fb2e78b8","1.438","","","","","en-US","1.1","","","","","","https://veteranstransitionsupport.org/events/2026-05-08/","2026-05-14 12:19:59"
"https://veteranstransitionsupport.org/events/2026-05-28/","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","Events for May 28, 2026 – Veterans Transition Support (VTS)","59","542","Events Archive - Veterans Transition Support (VTS)","50","314","","0","Archives Events","15","Events for May 28, 2026","23","Events Search and Views Navigation","34","","0","follow, index","","","https://veteranstransitionsupport.org/events/","https://veteranstransitionsupport.org/events/page/2/","","","","","219949","42450","42450","16.262","","143","58","2.466","74.770","Fairly Easy","1.048","2","2","","21","7","0","7.870","88","36","0","25","13","0","","","","","85ea01c1f09e1405c86213fe4e463979","1.265","","","","","en-US","1.1","","","","","","https://veteranstransitionsupport.org/events/2026-05-28/","2026-05-14 12:19:59"
"https://veteranstransitionsupport.org/events/2026-05-16/","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","Events for May 16, 2026 – Veterans Transition Support (VTS)","59","542","Events Archive - Veterans Transition Support (VTS)","50","314","","0","Archives Events","15","Events for May 16, 2026","23","Events Search and Views Navigation","34","","0","follow, index","","","https://veteranstransitionsupport.org/events/","https://veteranstransitionsupport.org/events/page/2/","","","","","219993","42529","42529","16.292","","143","58","2.466","74.770","Fairly Easy","1.048","2","2","","21","7","0","7.870","88","36","0","25","13","0","","","","","904a4bd995aa30de4ba093ea6ab2f7f6","1.285","","","","","en-US","1.1","","","","","","https://veteranstransitionsupport.org/events/2026-05-16/","2026-05-14 12:19:59"
"https://veteranstransitionsupport.org/wp-content/uploads/2026/04/3de140015e81cb41560493513fd4118a-y2yG8j.tmp_.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","499493","499493","499493","191.346","","0","","","","","0.000","2","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","1.115","Sun, 19 Apr 2026 03:44:20 GMT","","","","","1.1","","","","","","https://veteranstransitionsupport.org/wp-content/uploads/2026/04/3de140015e81cb41560493513fd4118a-y2yG8j.tmp_.jpg","2026-05-14 12:20:00"
"https://veteranstransitionsupport.org/wp-content/cache/min/1/wp-content/plugins/the-events-calendar/build/css/views-skeleton.css?ver=1778679136","text/css","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","2","9","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.203","Wed, 13 May 2026 13:32:16 GMT","","","","","1.1","","","","","","https://veteranstransitionsupport.org/wp-content/cache/min/1/wp-content/plugins/the-events-calendar/build/css/views-skeleton.css?ver=1778679136","2026-05-14 12:20:01"
"https://veteranstransitionsupport.org/wp-content/cache/min/1/wp-content/plugins/events-calendar-pro/build/css/events-virtual-skeleton.css?ver=1778679136","text/css","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","2","9","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.407","Wed, 13 May 2026 13:32:16 GMT","","","","","1.1","","","","","","https://veteranstransitionsupport.org/wp-content/cache/min/1/wp-content/plugins/events-calendar-pro/build/css/events-virtual-skeleton.css?ver=1778679136","2026-05-14 12:20:01"
"https://veteranstransitionsupport.org/events/2026-05-04/","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","Events for May 4, 2026 – Veterans Transition Support (VTS)","58","531","Events Archive - Veterans Transition Support (VTS)","50","314","","0","Archives Events","15","Events for May 4, 2026","22","Events Search and Views Navigation","34","8:00 AM","7","follow, index","","","https://veteranstransitionsupport.org/events/","https://veteranstransitionsupport.org/events/page/2/","","","","","255466","47088","47088","18.039","","641","141","4.546","78.554","Fairly Easy","2.083","2","2","","21","7","0","7.870","94","42","0","25","13","0","","","","","a9ae4ed187ea6569ef483bda9f7d9536","1.099","","","","","en-US","1.1","","","","","","https://veteranstransitionsupport.org/events/2026-05-04/","2026-05-14 12:20:00"
"https://veteranstransitionsupport.org/event/may-4-veteran-career-transition-brief-jobs-resources/","text/html; charset=UTF-8","200","OK","Indexable","","Veteran Career Transition Brief Insider Tips Jobs Resources May 4 5-7pm - Veterans Transition Support (VTS)","107","975","Many veterans leave the military with incredible skills — but without clear information about the programs, certifications, and career opportunities available","158","952","","0","Veteran Career Transition Brief Insider Tips Jobs Resources May 4 5-7pm","71","","0","Veterans Transition Support: Resource Brief & Q&A","49","What You’ll Learn","17","follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large","","","https://veteranstransitionsupport.org/event/may-4-veteran-career-transition-brief-jobs-resources/","","","","","","201929","39926","39926","15.295","","374","78","4.795","54.484","Fairly Hard","2.065","2","2","","25","7","0","7.870","84","32","0","26","14","0","","","","","810b761cfc6febb00dc2a57daac8a143","0.998","","","","","en-US","1.1","","","","","","https://veteranstransitionsupport.org/event/may-4-veteran-career-transition-brief-jobs-resources/","2026-05-14 12:20:00"
"https://veteranstransitionsupport.org/wp-content/cache/min/1/wp-content/plugins/the-events-calendar/build/css/views-full.css?ver=1778679136","text/css","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","2","9","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.321","Wed, 13 May 2026 13:32:16 GMT","","","","","1.1","","","","","","https://veteranstransitionsupport.org/wp-content/cache/min/1/wp-content/plugins/the-events-calendar/build/css/views-full.css?ver=1778679136","2026-05-14 12:20:02"
"https://veteranstransitionsupport.org/events/2026-05-24/","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","Events for May 24, 2026 – Veterans Transition Support (VTS)","59","542","Events Archive - Veterans Transition Support (VTS)","50","314","","0","Archives Events","15","Events for May 24, 2026","23","Events Search and Views Navigation","34","","0","follow, index","","","https://veteranstransitionsupport.org/events/","https://veteranstransitionsupport.org/events/page/2/","","","","","219907","42511","42511","16.285","","143","58","2.466","74.770","Fairly Easy","1.049","2","2","","21","7","0","7.870","88","36","0","25","13","0","","","","","7ec9028cbcf7eb3ad475230182105c46","1.304","","","","","en-US","1.1","","","","","","https://veteranstransitionsupport.org/events/2026-05-24/","2026-05-14 12:20:00"
"https://veteranstransitionsupport.org/events/2026-05-12/","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","Events for May 12, 2026 – Veterans Transition Support (VTS)","59","542","Events Archive - Veterans Transition Support (VTS)","50","314","","0","Archives Events","15","Events for May 12, 2026","23","Events Search and Views Navigation","34","","0","follow, index","","","https://veteranstransitionsupport.org/events/","https://veteranstransitionsupport.org/events/page/2/","","","","","223435","43210","43210","16.553","","143","58","2.466","74.770","Fairly Easy","1.032","2","2","","21","7","0","7.870","88","36","0","25","13","0","","","","","c44f241bcd32620d08ce7e9ce2fd0f55","1.207","","","","","en-US","1.1","","","","","","https://veteranstransitionsupport.org/events/2026-05-12/","2026-05-14 12:20:01"
"https://veteranstransitionsupport.org/event/250-osha-30-hr-construction-safety-in-person-only-may-2-3-9-10-2026/","text/html; charset=UTF-8","200","OK","Indexable","","$250 OSHA 30 Hr Construction Safety | In Person ONLY May 2-3 & 9-10 2026 - Veterans Transition Support (VTS)","108","999","THIS IS A FOUR DAY CLASS May 2-3 and 9-10 2026.","47","320","","0","$250 OSHA 30 Hr Construction Safety | In Person ONLY May 2-3 & 9-10 2026","72","","0","Details","7","Venue","5","follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large","","","https://veteranstransitionsupport.org/event/250-osha-30-hr-construction-safety-in-person-only-may-2-3-9-10-2026/","","","","","","199602","39290","39290","15.051","","320","71","4.507","85.142","Easy","1.767","2","2","","87","17","0","19.100","86","33","0","26","14","0","","","","","25c5c9639af0c5fc2c4a944da3944e1","0.420","","","","","en-US","1.1","","","","","","https://veteranstransitionsupport.org/event/250-osha-30-hr-construction-safety-in-person-only-may-2-3-9-10-2026/","2026-05-14 12:20:02"
"https://veteranstransitionsupport.org/events/2026-05-31/","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","Events for May 31, 2026 – Veterans Transition Support (VTS)","59","542","Events Archive - Veterans Transition Support (VTS)","50","314","","0","Archives Events","15","Events for May 31, 2026","23","Events Search and Views Navigation","34","","0","follow, index","","","https://veteranstransitionsupport.org/events/","https://veteranstransitionsupport.org/events/page/2/","","","","","230223","43673","43673","16.730","","256","77","3.325","93.745","Very Easy","1.254","2","2","","18","5","0","5.620","90","38","0","25","13","0","","","","","fdc7e4add7bb98af62c1648eb78103b7","1.029","","","","","en-US","1.1","","","","","","https://veteranstransitionsupport.org/events/2026-05-31/","2026-05-14 12:20:01"
"https://veteranstransitionsupport.org/event/may-4-veteran-career-transition-brief-jobs-resources-on-zoom/","text/html; charset=UTF-8","200","OK","Indexable","","May 4: Veteran Career Transition Brief – Jobs & Resources On Zoom - Veterans Transition Support (VTS)","101","932","Many veterans leave the military with incredible skills — but without clear information about the programs, certifications, and career opportunities available","158","952","","0","May 4: Veteran Career Transition Brief – Jobs & Resources on Zoom","65","","0","Veterans Transition Support: Resource Brief & Q&A","49","What You’ll Learn","17","follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large","","","https://veteranstransitionsupport.org/event/may-4-veteran-career-transition-brief-jobs-resources-on-zoom/","","","","","","201466","39747","39747","15.226","","371","76","4.882","54.799","Fairly Hard","2.054","2","2","","27","8","0","8.990","84","32","0","26","14","0","","","","","9b02d143fa7cf55d3e9970604b42607d","0.547","","","","","en-US","1.1","","","","","","https://veteranstransitionsupport.org/event/may-4-veteran-career-transition-brief-jobs-resources-on-zoom/","2026-05-14 12:20:02"
"https://veteranstransitionsupport.org/event/free-lean-six-sigma-yellow-belt-live-instructor-led-zoom-may-30-2026/","text/html; charset=UTF-8","200","OK","Indexable","","FREE Lean Six Sigma Yellow Belt | Live Instructor-Led Zoom | May 30 2026 - Veterans Transition Support (VTS)","108","982","LEAN Six Sigma Yellow Belt Certification – Live Online (Zoom)For Military Service Members, Veterans, Reservists, and Military Spouses","133","823","","0","FREE Lean Six Sigma Yellow Belt | Live Instructor-Led Zoom | May 30 2026","72","","0","Details","7","Organizer","9","follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large","","","https://veteranstransitionsupport.org/event/free-lean-six-sigma-yellow-belt-live-instructor-led-zoom-may-30-2026/","","","","","","202918","39983","39983","15.317","","326","79","4.127","65.107","Normal","1.898","2","2","","33","14","0","15.730","85","32","0","26","14","0","","","","","b09de43aa3433c4e32c26e88863c11c3","0.377","","","","","en-US","1.1","","","","","","https://veteranstransitionsupport.org/event/free-lean-six-sigma-yellow-belt-live-instructor-led-zoom-may-30-2026/","2026-05-14 12:20:03"
"https://veteranstransitionsupport.org/events/month/2026-04/","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","Events for April 2026 – Veterans Transition Support (VTS)","57","515","Events Archive - Veterans Transition Support (VTS)","50","314","","0","Archives Events","15","Events","6","Events Search and Views Navigation","34","Calendar of Events","18","follow, index","","","https://veteranstransitionsupport.org/events/","https://veteranstransitionsupport.org/events/page/2/","","","","","454001","58025","58025","22.228","","2735","576","4.748","100.000","Very Easy","3.653","2","3","","20","5","0","5.620","181","64","0","25","13","0","","","","","e59f656cfb71a0c6e5dcf185102e8925","1.344","","","","","en-US","1.1","","","","","","https://veteranstransitionsupport.org/events/month/2026-04/","2026-05-14 12:20:02"
